"","year","Country.Code","Country.Name","SH.XPD.EXTR.ZS","NY.GNP.PCAP.CD","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SE.XPD.TOTL.GD.ZS","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","Region","IncomeGroup"
"1674",1999,"SLV","El Salvador",1.47405338,2040,176.18804199,400.42555715,4.51213965642611,55.26959916,3.65173293357389,14.47627628,44.73040084,8.16387259,1017602226.61,94.60021656,52.2851605,2.3199200630188,NA,NA,61.5,41.2,75.9,0.645,1.191,12000,1800,11000,1700,500,NA,NA,500,100,2900,0.06,0.2,0.4,0.4,31.3288069835112,113.794830322266,56.6089096069336,22.3131809234619,88.738,4109,130,2205,"Latin America & Caribbean","Lower middle income"
"1675",2000,"SLV","El Salvador",0.88528327,2160,184.64093772,416.07938954,4.37405416694439,53.53565584,3.79630276305561,15.07832953,46.46434416,8.17035693,1073102848.91,94.62308176,50.65708739,2.54708003997803,NA,NA,62.4,42.4,76.3,NA,1.211,13000,1900,12000,1800,1000,0,NA,500,100,3400,0.07,0.2,0.4,0.4,31.7425710594315,113.919090270996,58.4963417053223,21.6393604278564,87.576,3754,120,2009,"Latin America & Caribbean","Lower middle income"
"1676",2001,"SLV","El Salvador",2.10363868,2230,189.5045864,422.41063178,4.2652924727158,53.19154713,3.7534486672842,14.20262448,46.80845287,8.01874114,1107604657.32,93.11247414,49.52796557,NA,NA,NA,63.3,43.6,76.7,NA,NA,14000,1900,13000,1800,1000,1,NA,500,100,3800,0.07,0.3,0.4,0.5,32.1217560391893,115.110107421875,60.1350784301758,20.7866897583008,86.414,3448,120,1832,"Latin America & Caribbean","Lower middle income"
"1677",2002,"SLV","El Salvador",1.69891248,2310,192.38624816,430.22283728,4.09365875941752,51.8228015,3.80568022058247,11.94898065,48.1771985,7.89933898,1130134729.96,93.38293461,48.39365283,2.87053990364075,NA,NA,64.2,44.7,77.1,0.795,1.237,15000,1900,14000,1800,1000,2,NA,500,100,4300,0.07,0.3,0.4,0.5,32.4568151618994,116.585342407227,63.0610084533691,21.4957103729248,85.252,3149,95,1673,"Latin America & Caribbean","Lower middle income"
"1678",2003,"SLV","El Salvador",1.11840852,2470,193.94970025,430.28619668,3.85603507528592,50.69588815,3.75017366471408,15.88216333,49.30411185,7.60620874,1144483410.76,93.29600211,47.29723687,2.75908994674683,92.4,NA,65.1,45.9,77.5,NA,NA,16000,1900,15000,1800,1000,4,NA,500,100,4700,0.06,0.3,0.4,0.5,32.719836400818,119.386863708496,65.9567108154297,22.1216602325439,83.5498,2895,89,1536,"Latin America & Caribbean","Lower middle income"
"1679",2004,"SLV","El Salvador",1.69143557,2660,194.57376052,430.25650818,3.6621065936919,50.1836432,3.6353041963081,15.14227649,49.8163568,7.29741079,1152866848.12,92.54758338,46.44374903,NA,NA,NA,65.9,47.1,77.9,NA,NA,16000,1800,16000,1700,1000,9,NA,500,100,5000,0.06,0.3,0.4,0.5,32.8991044028308,122.773063659668,69.2184906005859,22.7789096832275,81.8476,2667,86,1426,"Latin America & Caribbean","Lower middle income"
"1680",2005,"SLV","El Salvador",2.85579859,2870,206.66482242,451.48075267,3.37764611621282,46.97569591,3.81255309378718,15.53947878,53.02430409,7.19019921,1229078271.89,91.68294847,43.06870307,2.73246002197266,NA,0.9,66.8,48.3,78.4,0.303,1.505,17000,1700,17000,1600,1000,14,NA,500,100,5200,0.06,0.3,0.4,0.5,32.9995231282785,123.340133666992,68.5339813232422,23.0448799133301,80.1454,2470,83,1331,"Latin America & Caribbean","Lower middle income"
"1681",2006,"SLV","El Salvador",3.13274478,3040,207.54401182,447.47473231,2.52332360597095,37.79432057,4.15313880402905,15.9085738,62.20567943,6.67646241,1238530513.03,88.92551951,33.60879591,3.01268005371094,NA,0.9,67.7,49.5,78.8,NA,1.5,18000,1600,18000,1500,500,21,NA,500,100,5200,0.05,0.3,0.4,0.6,33.0915529156434,123.383796691895,68.2440185546875,23.270959854126,78.4432,2327,80,1265,"Latin America & Caribbean","Lower middle income"
"1682",2007,"SLV","El Salvador",3.26077446,3250,212.08640585,449.78000159,2.57029299402344,40.70098969,3.74476964597656,15.62352804,59.29901031,6.31506264,1269637029.17,89.00329595,36.22522231,3.05447006225586,NA,0.7,68.5,50.6,79.2,NA,NA,18000,1500,18000,1400,500,25,NA,500,100,5200,0.05,0.3,0.4,0.6,33.2394832726068,129.880569458008,68.3509521484375,24.3408908843994,76.741,2220,72,1223,"Latin America & Caribbean","Lower middle income"
"1683",2008,"SLV","El Salvador",3.01900564,3460,221.77217284,455.60604182,2.50654758876878,40.3418919,3.70671478123122,15.01391126,59.6581081,6.21326237,1331564258.42,88.77018578,35.81157239,3.74166011810303,95.5,0.8,69.4,51.8,79.6,0.405,1.596,19000,1300,19000,1300,500,31,NA,500,100,5100,0.04,0.2,0.4,0.6,33.4049755520929,122.081840515137,68.1611022949219,25.1784591674805,74.7598,2126,67,1187,"Latin America & Caribbean","Lower middle income"
"1684",2009,"SLV","El Salvador",7.44632211,3390,234.40438252,487.52917351,2.69770062328853,39.48973257,4.13369692671147,12.37396042,60.51026743,6.83139755,1411435047.97,87.9369762,34.72607673,3.96954011917114,NA,1.1,70.2,53,80,NA,NA,19000,1200,19000,1100,500,37,NA,500,100,5000,0.04,0.2,0.3,0.6,33.5787149016721,120.825927734375,69.7499694824219,25.7341499328613,72.7786,2042,70,1151,"Latin America & Caribbean","Lower middle income"
"1685",2010,"SLV","El Salvador",1.89796248,3450,245.19046574,504.73569543,2.62235631016887,37.93656471,4.29012068983113,13.50724583,62.06343529,6.912477,1480535060.45,88.58250059,33.60515765,3.48668003082275,NA,1,71,54.2,80.4,0.405,1.596,20000,1100,19000,1000,500,43,30,500,100,4900,0.03,0.2,0.3,0.6,33.7604629533947,120.87922668457,72.0208511352539,26.3590106964111,70.7974,1961,65,1122,"Latin America & Caribbean","Lower middle income"
"1686",2011,"SLV","El Salvador",5.45921346,3600,260.15927254,517.17539096,2.48016315938453,36.42977282,4.32790334061548,14.70327771,63.57022718,6.8080665,1575318508.38,88.04115711,32.07319352,3.41749000549316,NA,1,71.8,55.3,80.8,NA,NA,20000,1000,20000,1000,500,44,36,500,100,4700,0.03,0.2,0.3,0.6,33.9415872368622,119.792282104492,74.8348922729492,27.5908908843994,68.8162,1863,66,1071,"Latin America & Caribbean","Lower middle income"
"1687",2012,"SLV","El Salvador",1.44058656,3730,262.92994456,526.71846129,2.49398296574992,37.19889675,4.21047115425008,15.45819278,62.80110325,6.70445412,1596571886.07,87.0797981,32.39272419,NA,NA,1.1,72.6,56.5,81.2,NA,NA,20000,1000,20000,1000,500,46,51,500,100,4400,0.02,0.2,0.3,0.6,34.1542351453856,117.86589050293,77.1446685791016,28.6289691925049,66.835,1770,61,1016,"Latin America & Caribbean","Lower middle income"
"1688",2013,"SLV","El Salvador",2.01781768,3850,276.69740767,561.48145087,2.31350867204598,33.30802037,4.63229190795402,16.77614018,66.69197963,6.94580058,1684988708.43,85.37692805,28.43736459,NA,99.5,NA,73.4,57.7,81.6,NA,NA,20000,1000,20000,1000,500,50,59,500,100,4200,0.02,0.2,0.2,0.5,34.4834554180349,115.262413024902,78.1078414916992,29.1684799194336,66.1952,1665,59,961,"Latin America & Caribbean","Lower middle income"
"1689",2014,"SLV","El Salvador",1.95491803,3890,279.64672825,564.88546103,2.30372719879777,34.01639344,4.46950832355056,16.69398283,65.99590164,6.77240285,1.708e+09,84.8056179,28.84781265,NA,98,NA,74.2,58.9,82,NA,NA,20000,1000,20000,1000,500,53,57,500,100,4100,0.02,0.1,0.2,0.5,34.8865539820314,112.189422607422,81.1161499023438,28.8529605865479,65.5554,1580,58,910,"Latin America & Caribbean","Lower middle income"
"1690",2015,"SLV","El Salvador",NA,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,82.4,NA,NA,20000,1000,19000,500,500,54,55,500,100,4000,0.01,0.1,0.2,0.5,35.3233830845771,NA,NA,NA,NA,1509,57,868,"Latin America & Caribbean","Lower middle income"
"1691",1990,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7534999847,NA,NA,NA,NA,NA,2500,1100,2400,1000,100,NA,NA,100,100,100,0.03,0.1,0.1,0.1,41.9111483654652,NA,NA,NA,91.7364,31225,3700,12995,"Sub-Saharan Africa","Low income"
"1692",1991,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3800,1500,3700,1400,100,NA,NA,200,200,200,0.05,0.1,0.1,0.1,42.675331708638,NA,NA,NA,96.7332,30676,3700,12815,"Sub-Saharan Africa","Low income"
"1693",1992,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,1900,5300,1800,200,NA,NA,500,200,200,0.06,0.1,0.1,0.2,43.3776091081594,NA,NA,NA,101.73,30119,3700,12675,"Sub-Saharan Africa","Low income"
"1694",1993,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,12,42,NA,0.0421999991,7400,2300,7100,2100,200,NA,NA,500,200,500,0.07,0.2,0.1,0.2,44.0434230931905,NA,NA,NA,106.6984,29829,3800,12486,"Sub-Saharan Africa","Low income"
"1695",1994,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,12,42,NA,NA,9600,2700,9100,2400,500,NA,NA,500,500,500,0.08,0.2,0.2,0.3,44.6594511861813,NA,NA,NA,111.6668,30057,3800,12594,"Sub-Saharan Africa","Low income"
"1696",1995,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,12,42,NA,NA,12000,3000,11000,2700,500,NA,NA,1000,500,1000,0.09,0.2,0.2,0.4,45.2604983446594,NA,NA,NA,116.6352,30965,3900,13004,"Sub-Saharan Africa","Low income"
"1697",1996,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,12,42,NA,NA,15000,3300,14000,2900,500,NA,NA,1000,500,1200,0.1,0.3,0.2,0.4,45.834830733846,NA,NA,NA,121.6036,31713,3900,13318,"Sub-Saharan Africa","Low income"
"1698",1997,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,21.6,12,42,0.191,0.04,17000,3500,16000,3000,1000,NA,NA,1000,500,1700,0.1,0.3,0.2,0.5,46.3870177587263,NA,NA,NA,126.572,33102,3900,13902,"Sub-Saharan Africa","Low income"
"1699",1998,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,11.4,43,NA,NA,20000,3400,19000,2900,1000,NA,NA,1100,500,2400,0.09,0.3,0.2,0.6,46.9104461488603,NA,NA,NA,126.6378,34813,3900,14620,"Sub-Saharan Africa","Low income"
"1700",1999,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,21.8,10.8,44,NA,NA,22000,3400,20000,2800,1000,NA,NA,1300,1000,3300,0.09,0.3,0.2,0.6,47.4137931034483,NA,NA,NA,126.7036,36418,3900,15365,"Sub-Saharan Africa","Low income"
"1701",2000,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,10.3,45,NA,NA,23000,3300,22000,2700,1100,0,NA,1500,1000,4400,0.08,0.3,0.2,0.6,47.903482813567,NA,NA,NA,126.7694,37620,3800,15909,"Sub-Saharan Africa","Low income"
"1702",2001,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,9.7,46,NA,NA,25000,3100,23000,2500,1300,0,NA,1700,1000,5700,0.07,0.3,0.2,0.6,48.3160621761658,NA,NA,NA,126.8352,38208,3800,16306,"Sub-Saharan Africa","Low income"
"1703",2002,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,22,9.1,47,NA,NA,26000,3100,24000,2400,1500,0,NA,1900,1000,7100,0.07,0.3,0.2,0.6,48.6733380392808,NA,NA,NA,126.901,38428,3800,16512,"Sub-Saharan Africa","Low income"
"1704",2003,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,8.6,48,NA,NA,27000,3000,25000,2400,1600,0,NA,2100,1000,8800,0.07,0.3,0.2,0.6,48.9912846998063,NA,NA,NA,126.9516,38482,3800,16610,"Sub-Saharan Africa","Low income"
"1705",2004,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,8,49,NA,NA,28000,3000,25000,2300,1800,0,NA,2300,1000,11000,0.06,0.3,0.2,0.6,49.2744454549049,NA,NA,NA,127.0022,38670,3800,16692,"Sub-Saharan Africa","Low income"
"1706",2005,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,7.4,50,0.052,NA,28000,3000,26000,2300,1900,0,NA,2500,1000,12000,0.06,0.2,0.2,0.6,49.5243664717349,NA,NA,NA,127.0528,39209,3700,16886,"Sub-Saharan Africa","Low income"
"1707",2006,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,22.6,6.9,51,0.114,0.035,29000,3000,26000,2300,2000,0,NA,2600,1000,14000,0.06,0.2,0.2,0.6,49.7472116089692,NA,NA,NA,127.1034,40097,3700,17297,"Sub-Saharan Africa","Low income"
"1708",2007,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,6.3,52,NA,NA,29000,2700,26000,2100,2000,1,NA,2700,1000,16000,0.05,0.2,0.2,0.6,49.9401613712697,29.2021007537842,7.35304021835327,NA,127.154,41047,3600,17719,"Sub-Saharan Africa","Low income"
"1709",2008,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,6.3,52,NA,NA,29000,2800,26000,2100,2100,1,NA,2800,1000,18000,0.05,0.2,0.1,0.6,50.1081582200247,NA,NA,NA,123.7978,41796,3600,18139,"Sub-Saharan Africa","Low income"
"1710",2009,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,6.3,52,NA,NA,29000,2800,26000,2100,2000,2,NA,2900,1000,19000,0.05,0.2,0.1,0.6,50.2508683905828,NA,NA,NA,120.4416,42143,3600,18399,"Sub-Saharan Africa","Low income"
"1711",2010,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,6.3,52,0.114,0.035,29000,2800,26000,2100,2100,3,0,3000,1000,21000,0.05,0.2,0.1,0.6,50.3718546491465,NA,NA,NA,117.0854,42129,3500,18551,"Sub-Saharan Africa","Low income"
"1712",2011,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,6.3,52,NA,NA,29000,2800,26000,2200,2100,4,1,3000,1000,22000,0.05,0.2,0.1,0.5,50.4859963886434,NA,NA,NA,113.7292,41278,3500,18436,"Sub-Saharan Africa","Low income"
"1713",2012,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,2800,26000,2200,2100,5,3,3000,1000,23000,0.05,0.2,0.1,0.5,50.6287985933259,NA,NA,NA,110.373,40260,3500,18254,"Sub-Saharan Africa","Low income"
"1714",2013,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,2900,26000,2200,2000,6,3,3100,1000,24000,0.05,0.2,0.1,0.5,50.7694057004245,NA,NA,NA,107.7876,39191,3500,17960,"Sub-Saharan Africa","Low income"
"1715",2014,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,2900,27000,2300,2000,6,3,3100,1000,24000,0.05,0.2,0.1,0.5,50.9513821260019,NA,NA,NA,105.2022,38236,3500,17761,"Sub-Saharan Africa","Low income"
"1716",2015,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,3000,27000,2400,2000,8,4,3100,1000,25000,0.05,0.2,0.1,0.5,51.0662632821724,NA,NA,NA,NA,37786,3400,17692,"Sub-Saharan Africa","Low income"
"1717",1990,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300,2100,4100,1900,100,NA,NA,200,200,100,0.07,0.1,0.1,0.1,56.7841622404635,NA,NA,NA,138.133,39783,4600,17776,"Sub-Saharan Africa","Low income"
"1718",1991,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7400,3400,7100,3200,200,NA,NA,500,500,200,0.12,0.2,0.1,0.3,57.2722127900396,NA,NA,NA,137.096,38143,4500,17241,"Sub-Saharan Africa","Low income"
"1719",1992,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,5200,11000,4800,500,NA,NA,1000,500,500,0.18,0.4,0.2,0.4,57.591761288619,NA,NA,NA,136.059,35808,4400,16401,"Sub-Saharan Africa","Low income"
"1720",1993,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,6600,17000,6100,500,NA,NA,1000,1000,500,0.23,0.6,0.3,0.6,57.7546503977511,NA,NA,NA,134.8096,33486,4300,15534,"Sub-Saharan Africa","Low income"
"1721",1994,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,7700,23000,7000,1000,NA,NA,1100,1000,1000,0.27,0.8,0.4,0.9,57.8484171811375,NA,NA,NA,133.5602,31845,4100,14968,"Sub-Saharan Africa","Low income"
"1722",1995,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,8600,30000,7800,1000,NA,NA,1500,1000,1200,0.3,0.9,0.5,1.1,57.9157442812102,NA,NA,NA,132.3108,31218,4000,14995,"Sub-Saharan Africa","Low income"
"1723",1996,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,10000,38000,9000,1100,NA,NA,2000,1000,2000,0.35,1.1,0.6,1.4,57.9660040334198,NA,NA,NA,131.0614,30199,3900,14738,"Sub-Saharan Africa","Low income"
"1724",1997,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51000,12000,48000,11000,1500,NA,NA,2600,1300,3100,0.39,1.3,0.6,1.6,58.0069988335277,NA,NA,NA,129.812,30214,3800,14994,"Sub-Saharan Africa","Low income"
"1725",1998,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,13000,59000,12000,2100,NA,NA,3300,1500,4700,0.42,1.4,0.7,1.9,58.0415652499532,NA,NA,NA,127.8256,30609,3800,15525,"Sub-Saharan Africa","Low income"
"1726",1999,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74000,15000,70000,13000,2700,NA,NA,4100,1800,6900,0.44,1.5,0.8,2.2,58.0731616913295,NA,NA,NA,125.8392,30878,3700,15971,"Sub-Saharan Africa","Low income"
"1727",2000,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,15000,81000,13000,3400,0,NA,4900,2000,9700,0.43,1.6,0.8,2.4,58.1018746916626,NA,NA,NA,123.8528,30701,3700,16229,"Sub-Saharan Africa","Low income"
"1728",2001,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,16000,92000,14000,4200,0,NA,5800,2200,13000,0.43,1.7,0.8,2.6,58.1289261956865,NA,NA,NA,121.8664,30001,3700,16188,"Sub-Saharan Africa","Low income"
"1729",2002,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,16000,1e+05,14000,5000,0,NA,6700,2400,18000,0.41,1.7,0.8,2.8,58.1575121797894,NA,NA,NA,119.88,29072,3700,15976,"Sub-Saharan Africa","Low income"
"1730",2003,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,13000,110000,11000,5900,0,NA,7500,2400,23000,0.31,1.6,0.8,2.9,58.1993034448992,NA,NA,NA,115.5712,28065,3700,15772,"Sub-Saharan Africa","Low income"
"1731",2004,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,13000,110000,11000,6800,0,NA,8400,2500,29000,0.3,1.5,0.7,2.9,58.2406409143899,NA,NA,NA,111.2624,27254,3700,15639,"Sub-Saharan Africa","Low income"
"1732",2005,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,14000,120000,11000,7700,0,NA,9300,2600,35000,0.29,1.4,0.7,2.9,58.2786823615903,NA,NA,NA,106.9536,26714,3600,15609,"Sub-Saharan Africa","Low income"
"1733",2006,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,140000,15000,130000,12000,8500,0,NA,10000,2700,42000,0.3,1.4,0.7,2.9,58.3079959884748,NA,NA,NA,102.6448,26289,3500,15625,"Sub-Saharan Africa","Low income"
"1734",2007,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,14000,130000,12000,9400,0,NA,11000,2800,50000,0.28,1.3,0.6,2.8,58.3338429549902,NA,NA,NA,98.336,26143,3400,15794,"Sub-Saharan Africa","Low income"
"1735",2008,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,15000,140000,12000,10000,0,NA,12000,2800,57000,0.28,1.3,0.6,2.8,58.3513204906258,NA,NA,NA,94.2836,26136,3400,16005,"Sub-Saharan Africa","Low income"
"1736",2009,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,15000,140000,12000,11000,1,NA,12000,2800,65000,0.26,1.2,0.6,2.8,58.361314883333,NA,NA,NA,90.2312,26297,3300,16240,"Sub-Saharan Africa","Low income"
"1737",2010,"SSD","South Sudan",NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,160000,15000,140000,12000,11000,1,7,13000,2800,72000,0.25,1.2,0.6,2.7,58.3604882359439,NA,NA,NA,86.1788,26385,3400,16456,"Sub-Saharan Africa","Low income"
"1738",2011,"SSD","South Sudan",NA,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.805209994316101,NA,NA,6.6,4.5,16.4,NA,NA,160000,15000,150000,12000,11000,2,10,14000,2800,78000,0.25,1.2,0.6,2.7,58.3579579338118,84.2450714111328,NA,NA,82.1264,26435,3500,16651,"Sub-Saharan Africa","Low income"
"1739",2012,"SSD","South Sudan",21.22470591,820,26.19331276,50.44431903,1.856763263069,66.93835965,0.917077136931002,4,33.06164035,2.7738404,287618892.511544,92.8012273,62.11961929,NA,NA,NA,6.6,4.5,16.4,NA,NA,170000,15000,150000,13000,12000,3,11,14000,2800,85000,0.24,1.1,0.6,2.6,58.3924303696902,NA,NA,NA,78.074,26426,3500,16837,"Sub-Saharan Africa","Low income"
"1740",2013,"SSD","South Sudan",34.40237253,970,26.9942029,52.43078754,1.69743598877096,64.80649457,0.921801481229044,4,35.19350543,2.61923747,309186471.091755,93.01011372,60.2765943,NA,NA,NA,6.7,4.5,16.4,NA,NA,170000,16000,160000,13000,12000,4,20,14000,2600,91000,0.24,1.1,0.6,2.6,58.4240233384069,NA,NA,NA,73.1924,26335,3600,16999,"Sub-Saharan Africa","Low income"
"1741",2014,"SSD","South Sudan",42.37593851,970,30.04834312,72.82214895,1.60150443298389,58.48277496,1.13691629701611,4,41.51722504,2.73842073,357911343.825231,92.59141324,54.15002784,NA,NA,NA,6.7,4.5,16.4,NA,NA,180000,16000,160000,13000,12000,6,19,15000,2700,96000,0.23,1.1,0.6,2.5,58.4718286329493,NA,NA,NA,68.3108,26144,3600,17036,"Sub-Saharan Africa","Low income"
"1742",2015,"SSD","South Sudan",NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,4.5,16.4,NA,NA,180000,15000,170000,13000,12000,11,41,14000,2000,1e+05,0.22,1.1,0.6,2.5,58.5906499706183,NA,NA,NA,NA,25942,3500,17034,"Sub-Saharan Africa","Low income"
"1743",1990,"SUR","Suriname",NA,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6999998093,NA,NA,99.1,NA,0.75,500,200,500,200,100,NA,NA,100,100,100,0.05,0.1,0.2,0.1,16.5109034267913,122.139610290527,57.2911109924316,10.471830368042,67.687,447,14,254,"Latin America & Caribbean","Upper middle income"
